nom_produit,lien_produit,Description,img_produit
Vigo 50ml Saint Flava Swoke,https://www.aromes-et-liquides.fr/e-liquide-swoke/16128-vigo-50ml-saint-flava.html,Toutes les saveurs de limonade aux goûts de yuzu en 50ml !,https://assets.aromes-et-liquides.fr/47606-thickbox_default/vigo-50ml-saint-flava.jpg
Chérie Cola 50ml Millésime,https://www.aromes-et-liquides.fr/e-liquide-millesime/16105-cherie-cola-50ml.html,Un cola cerise dans une recette fraîche à booster,https://assets.aromes-et-liquides.fr/47531-thickbox_default/cherie-cola-50ml.jpg
Melon Cassis Banane 50ml...,https://www.aromes-et-liquides.fr/e-liquide-fizz-and-freeze/16721-melon-cassis-banane-50ml.html,Un trio de fruits dans une recette fraîche,https://assets.aromes-et-liquides.fr/49619-thickbox_default/melon-cassis-banane-50ml.jpg
Grenadine V2 50ml Millésime,https://www.aromes-et-liquides.fr/e-liquide-millesime/18182-grenadine-v2-50ml.html,Un sirop de grenadine dans 50ml de e-liquide à booster,https://assets.aromes-et-liquides.fr/54963-thickbox_default/grenadine-v2-50ml.jpg
Mûre Cassis 50ml Granita...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/17016-mure-cassis-50ml-granita-soft.html,Retrouvez un mélange de baies noires dans un format de 50ml !,https://assets.aromes-et-liquides.fr/50499-thickbox_default/mure-cassis-50ml-granita-soft.jpg
Granité De Goji 60ml Petit...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/15073-granite-de-goji-60ml.html,"60ml de granité frais aux baies de goji, cassis et grenade",https://assets.aromes-et-liquides.fr/44892-thickbox_default/granite-de-goji-60ml.jpg
Le Thé à la Menthe 60ml Pulp,https://www.aromes-et-liquides.fr/e-liquide-pulp/17154-le-the-a-la-menthe-60ml.html,Une recette à booster au goût d'un thé à la menthe !,https://assets.aromes-et-liquides.fr/54047-thickbox_default/le-the-a-la-menthe-60ml.jpg
Watermelon 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/17817-watermelon-50ml-eliquid-france.html,Une saveur de limonade et des morceaux de pastèque,https://assets.aromes-et-liquides.fr/53360-thickbox_default/watermelon-50ml-eliquid-france.jpg
White Grape 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/17818-white-grape-50ml-eliquid-france.html,Un raisin blanc accompagnant une limonade fraîche,https://assets.aromes-et-liquides.fr/53361-thickbox_default/white-grape-50ml-eliquid-france.jpg
Lemon Splash Grenadine 50ml...,https://www.aromes-et-liquides.fr/e-liquide-lemon-splash-cocktail-edition/16862-lemon-splash-grenadine-50ml.html,Un diabolo grenadine dans un e-liquide à booster !,https://assets.aromes-et-liquides.fr/49970-thickbox_default/lemon-splash-grenadine-50ml.jpg
Lemon Splash Incorruptible...,https://www.aromes-et-liquides.fr/e-liquide-lemon-splash-cocktail-edition/16876-lemon-splash-incorruptible-50ml.html,"Limonade, jus d'orange et de pamplemousse !",https://assets.aromes-et-liquides.fr/49972-thickbox_default/lemon-splash-incorruptible-50ml.jpg
Cola 50ml Granita Soft...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/17015-cola-50ml-granita-soft.html,Désaltérez-vous avec un incroyable granité au cola bien frais !,https://assets.aromes-et-liquides.fr/50500-thickbox_default/cola-50ml-granita-soft.jpg
Snake Fruit 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/17816-snake-fruit-50ml-eliquid-france.html,Une limonade et des fruits du serpent dans une recette à booster,https://assets.aromes-et-liquides.fr/53359-thickbox_default/snake-fruit-50ml-eliquid-france.jpg
Ice Coffee 50ml Millésime,https://www.aromes-et-liquides.fr/e-liquide-millesime/18297-ice-coffee-50ml.html,Une saveur de café frappé façon irlandais avec un goût frais !,https://assets.aromes-et-liquides.fr/55467-thickbox_default/ice-coffee-50ml.jpg
The Butterfly Salt Secret...,https://www.aromes-et-liquides.fr/e-liquide-secret-garden/18444-the-butterfly-salt-secret-s-lab.html,Une limonade à la violette dans un e-liquide au sel de nicotine,https://assets.aromes-et-liquides.fr/56143-thickbox_default/the-butterfly-salt-secret-s-lab.jpg
Elfbull Glacé ELFLIQ ElfBar,https://www.aromes-et-liquides.fr/e-liquide-elfbar/18525-elfbull-glace-elfliq.html,Toutes les saveurs d'une boisson énergisant dans un e-liquide en salt,https://assets.aromes-et-liquides.fr/56550-thickbox_default/elfbull-glace-elfliq.jpg
Cola ELFLIQ ElfBar,https://www.aromes-et-liquides.fr/e-liquide-elfbar/18526-cola-elfliq.html,Toutes les saveurs d'un cola dans un e-liquide 10ml en salt,https://assets.aromes-et-liquides.fr/56551-thickbox_default/cola-elfliq.jpg
