nom_produit,lien_produit,Description,img_produit
Classic Spirit Calm+ The Fuu,https://www.aromes-et-liquides.fr/e-liquide-calm-by-minimal/16687-classic-spirit-the-fuu.html,"Un trio parfait signé The Fuu : sel de nicotine, CBD, goût classic",https://assets.aromes-et-liquides.fr/54265-thickbox_default/classic-spirit-the-fuu.jpg
Fleur de Blond Terroir et...,https://www.aromes-et-liquides.fr/e-liquide-terroir-et-vapeur/13522-fleur-de-blond.html,Un macérat blond prêt à l'emploi,https://assets.aromes-et-liquides.fr/55501-thickbox_default/fleur-de-blond.jpg
Grand Canyon Sel de...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/17264-grand-canyon-sel-de-nicotine.html,"Un duo de classic blond et brun, au sel de nicotine",https://assets.aromes-et-liquides.fr/54252-thickbox_default/grand-canyon-sel-de-nicotine.jpg
Classic Blend Sel de...,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/17136-classic-blend-sel-de-nicotine.html,"Des notes de classic Blond et de classic Burley, aux sels de nicotine",https://assets.aromes-et-liquides.fr/54241-thickbox_default/classic-blend-sel-de-nicotine.jpg
Le M 50ml Roykin,https://www.aromes-et-liquides.fr/e-liquide-roykin/17206-le-m-50ml.html,Un classic blond 100% français !,https://assets.aromes-et-liquides.fr/51469-thickbox_default/le-m-50ml.jpg
Classique MiNiMAL The Fuu,https://www.aromes-et-liquides.fr/e-liquide-minimal/17529-classique-the-fuu.html,Un classic blond au sel de nicotine en format prêt-à-vaper !,https://assets.aromes-et-liquides.fr/54257-thickbox_default/classique-the-fuu.jpg
The Rebel 50ml Roykin,https://www.aromes-et-liquides.fr/e-liquide-roykin/17208-the-rebel-50ml.html,"Une combinaison de classic blond et brun, à booster !",https://assets.aromes-et-liquides.fr/51471-thickbox_default/the-rebel-50ml.jpg
Black Horse Ben Northon,https://www.aromes-et-liquides.fr/e-liquide-ben-northon/8660-e-liquide-black-horse-par-ben-northon.html,Un classic au goût grillé et boisé prêt à vaper fabriqué en France !,https://assets.aromes-et-liquides.fr/53928-thickbox_default/e-liquide-black-horse-par-ben-northon.jpg
Classic FR-M 50ml Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/17724-classic-fr-m-50ml.html,Un classic blond aux notes délicatement fruitées,https://assets.aromes-et-liquides.fr/53177-thickbox_default/classic-fr-m-50ml.jpg
Vanille Toscane 60ml Petit...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/17795-vanille-toscane-60ml.html,"Un classic blond aux notes de vanille, caramel et noisettes",https://assets.aromes-et-liquides.fr/53298-thickbox_default/vanille-toscane-60ml.jpg
Grand Canyon 60ml Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/16771-grand-canyon-60ml.html,Un mélange de classic blond et brun signé Roykin,https://assets.aromes-et-liquides.fr/49767-thickbox_default/grand-canyon-60ml.jpg
Classique Hampton Sel de...,https://www.aromes-et-liquides.fr/e-liquide-vdlv/17137-classique-hampton-sel-de-nicotine.html,"Un classic blond allié à un goût de chocolat noir, en sel de nicotine",https://assets.aromes-et-liquides.fr/54242-thickbox_default/classique-hampton-sel-de-nicotine.jpg
Classico M 50ml Blend Freaks,https://www.aromes-et-liquides.fr/e-liquide-blend-freaks/17702-classico-m-50ml.html,Un classic blond accompagné de notes florales,https://assets.aromes-et-liquides.fr/53104-thickbox_default/classico-m-50ml.jpg
Old Nuts Authentic Blend...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/16531-old-nuts-authentic-blend-salt.html,"La version classic du mix nougat, caramel, vanille et noisettes !",https://assets.aromes-et-liquides.fr/54383-thickbox_default/old-nuts-authentic-blend-salt.jpg
Classic USA 50ml Eliquid...,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/18041-classic-usa-50ml.html,Un classic blond dans un e-liquide à booster,https://assets.aromes-et-liquides.fr/54408-thickbox_default/classic-usa-50ml.jpg
The Tiger 50ml Secret...,https://www.aromes-et-liquides.fr/e-liquide-secret-garden/17567-the-tiger-50ml-secret-s-lab.html,Un classic blond accompagné de vanille,https://assets.aromes-et-liquides.fr/52720-thickbox_default/the-tiger-50ml-secret-s-lab.jpg
L'Intense 50ml Roykin,https://www.aromes-et-liquides.fr/e-liquide-roykin/17205-l-intense-50ml.html,Un classic blond avec une note de sucre,https://assets.aromes-et-liquides.fr/51468-thickbox_default/l-intense-50ml.jpg
King 3BK 50ml Blend Freaks,https://www.aromes-et-liquides.fr/e-liquide-blend-freaks/17703-king-3bk-50ml.html,Un classic blond accompagné de fruits à coques,https://assets.aromes-et-liquides.fr/53106-thickbox_default/king-3bk-50ml.jpg
Red Light District...,https://www.aromes-et-liquides.fr/e-liquide-moonshiners-mocktails/18307-red-light-district-salt-le-french-liquide.html,"Un mix classic blend, fruits à coque et caramel en sel de nicotine !",https://assets.aromes-et-liquides.fr/55451-thickbox_default/red-light-district-salt-le-french-liquide.jpg
Don Cristo Double Apple Sel...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18163-don-cristo-double-apple-sel-de-nicotine.html,Une saveur de classic avec un goût de pomme dans un prêt à vaper !,https://assets.aromes-et-liquides.fr/55009-thickbox_default/don-cristo-double-apple-sel-de-nicotine.jpg
Classic FR4 Sel de Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/17729-classic-fr4-sel-de-nicotine.html,Un classic blond avec une saveur de caramel et de fruits à coque,https://assets.aromes-et-liquides.fr/54101-thickbox_default/classic-fr4-sel-de-nicotine.jpg
The Panther 50ml Secret...,https://www.aromes-et-liquides.fr/e-liquide-secret-garden/17855-the-panther-50ml-secret-s-lab.html,"Un classic blond, du caramel et des noisettes !",https://assets.aromes-et-liquides.fr/53446-thickbox_default/the-panther-50ml-secret-s-lab.jpg
The Panther 50ml Secret...,https://www.aromes-et-liquides.fr/e-liquide-secret-garden/17855-the-panther-50ml-secret-s-lab.html,"Un classic blond, du caramel et des noisettes !",https://assets.aromes-et-liquides.fr/53446-thickbox_default/the-panther-50ml-secret-s-lab.jpg
Don Cristo Blond 50ml PGVG...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/17090-don-cristo-blond-50ml.html,La saveur d'un cubain accompagné d'un miel,https://assets.aromes-et-liquides.fr/51067-thickbox_default/don-cristo-blond-50ml.jpg
Wild Ruby Authentic Blend...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/16533-wild-ruby-authentic-blend-salt.html,Un classic aux sels de nicotine accompagné d'un goût de cerise,https://assets.aromes-et-liquides.fr/54443-thickbox_default/wild-ruby-authentic-blend-salt.jpg
L'Universel MiNiMAL The Fuu,https://www.aromes-et-liquides.fr/e-liquide-minimal/17532-l-universel-the-fuu.html,"Un classic américain accompagné de caramel, en sel de nicotine",https://assets.aromes-et-liquides.fr/54263-thickbox_default/l-universel-the-fuu.jpg
Blond Sel de Nicotine Pur...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18363-blond-sel-de-nicotine-pur-distillat.html,Une saveur de classic blond en sel de nicotine 10ml par Alfaliquid,https://assets.aromes-et-liquides.fr/55756-thickbox_default/blond-sel-de-nicotine-pur-distillat.jpg
Virgin E-Salt Havanero,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/17717-virgin-e-salt-havanero.html,Les saveurs d'un classic blond vanillé en deux taux de sel de nicotine,https://assets.aromes-et-liquides.fr/54354-thickbox_default/virgin-e-salt-havanero.jpg
Don Cristo Black Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18164-don-cristo-black-sel-de-nicotine.html,Une saveur de classic blond et de classic brun dans un prêt à vaper !,https://assets.aromes-et-liquides.fr/55010-thickbox_default/don-cristo-black-sel-de-nicotine.jpg
Ruff Skin Authentic Blend...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/16532-ruff-skin-authentic-blend-salt.html,Un classic latakia aux sels de nicotine,https://assets.aromes-et-liquides.fr/54353-thickbox_default/ruff-skin-authentic-blend-salt.jpg
Le Gourmand Terroir et Vapeur,https://www.aromes-et-liquides.fr/e-liquide-terroir-et-vapeur/17200-le-gourmand.html,Un classic blond accompagné d'un goût de vanile,https://assets.aromes-et-liquides.fr/54493-thickbox_default/le-gourmand.jpg
Don Cristo Custard Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18165-don-cristo-custard-sel-de-nicotine.html,Un duo de goût classic et de crème vanillée au sel de nicotine !,https://assets.aromes-et-liquides.fr/55011-thickbox_default/don-cristo-custard-sel-de-nicotine.jpg
Don Cristo Double Apple...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/17766-don-cristo-double-apple-50ml.html,L'alliance d'un classic blond et de morceaux de pommes,https://assets.aromes-et-liquides.fr/53231-thickbox_default/don-cristo-double-apple-50ml.jpg
Don Cristo Maple Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18159-don-cristo-maple-sel-de-nicotine.html,Une saveur de sirop d'érable et de classic dans un e-liquide en salt !,https://assets.aromes-et-liquides.fr/55005-thickbox_default/don-cristo-maple-sel-de-nicotine.jpg
Texan 50ml Natural Curieux,https://www.aromes-et-liquides.fr/e-liquide-curieux/17680-texan-50ml-natural.html,Un classic blond dans un e-liquide 100% végétal,https://assets.aromes-et-liquides.fr/53031-thickbox_default/texan-50ml-natural.jpg
Don Cristo Blond Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18161-don-cristo-blond-sel-de-nicotine.html,Un goût de classic blond avec une saveur de miel en prêt à vaper !,https://assets.aromes-et-liquides.fr/55007-thickbox_default/don-cristo-blond-sel-de-nicotine.jpg
Blond Grillé Sel de...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18364-blond-grille-sel-de-nicotine-pur-distillat.html,Un mix de classic blond et de céréales grillées dans un prêt à vaper,https://assets.aromes-et-liquides.fr/55758-thickbox_default/blond-grille-sel-de-nicotine-pur-distillat.jpg
Don Cristo Pistachio Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18166-don-cristo-pistachio-sel-de-nicotine.html,Une saveur de classic avec un goût de pistache en sel de nicotine !,https://assets.aromes-et-liquides.fr/55012-thickbox_default/don-cristo-pistachio-sel-de-nicotine.jpg
Red Light District 50ml...,https://www.aromes-et-liquides.fr/e-liquide-moonshiners-mocktails/18310-red-light-district-50ml-le-french-liquide.html,"Un mélange classic blend, caramel et fruits à coque en 50ml à booster",https://assets.aromes-et-liquides.fr/55446-thickbox_default/red-light-district-50ml-le-french-liquide.jpg
Don Cristo XO Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18160-don-cristo-xo-sel-de-nicotine.html,Un goût de classic avec une saveur de butterscotch en sel de nicotine,https://assets.aromes-et-liquides.fr/55006-thickbox_default/don-cristo-xo-sel-de-nicotine.jpg
Don Cristo Coffee Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18169-don-cristo-coffee-sel-de-nicotine.html,Une saveur de classic et de café dans une recette aux sels de nicotine,https://assets.aromes-et-liquides.fr/55015-thickbox_default/don-cristo-coffee-sel-de-nicotine.jpg
Don Cristo BCT 50ml PGVG Labs,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/17765-don-cristo-bct-50ml.html,50ml de classic blond accompagné d'un chocolat noir et de banane,https://assets.aromes-et-liquides.fr/53233-thickbox_default/don-cristo-bct-50ml.jpg
Don Cristo BCT Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18168-don-cristo-bct-sel-de-nicotine.html,Une saveur de classic au goût de banane et de chocolat en 10ml !,https://assets.aromes-et-liquides.fr/55014-thickbox_default/don-cristo-bct-sel-de-nicotine.jpg
The Tiger Secret Garden...,https://www.aromes-et-liquides.fr/e-liquide-secret-garden/17989-the-tiger-secret-s-lab.html,Un classic aux notes de vanille dans un e-liquide prêt à vaper,https://assets.aromes-et-liquides.fr/53889-thickbox_default/the-tiger-secret-s-lab.jpg
Goldleaf Fine Cuts Titanide...,https://www.aromes-et-liquides.fr/e-liquide-the-fuu/18338-goldleaf-fine-cuts-titanide.html,Une saveur de classic blond dans un e-liquide aux sels de nicotine,https://assets.aromes-et-liquides.fr/55577-thickbox_default/goldleaf-fine-cuts-titanide.jpg
Don Cristo Sesame Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18162-don-cristo-sesame-sel-de-nicotine.html,Un goût de classic avec une saveur de sésame avec du sel de nicotine,https://assets.aromes-et-liquides.fr/55008-thickbox_default/don-cristo-sesame-sel-de-nicotine.jpg
Don Cristo Original Sel De...,https://www.aromes-et-liquides.fr/e-liquide-pgvg-labs/18167-don-cristo-original-sel-de-nicotine.html,Une saveur de classic en sel de nicotine par la marque PGVG Labs,https://assets.aromes-et-liquides.fr/55013-thickbox_default/don-cristo-original-sel-de-nicotine.jpg
Corsé Sel de Nicotine Pur...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18366-corse-sel-de-nicotine-pur-distillat.html,Un mix à la saveur de classic brun en prêt à vaper en sel de nicotine,https://assets.aromes-et-liquides.fr/55764-thickbox_default/corse-sel-de-nicotine-pur-distillat.jpg
Old Nuts Authentic Blend...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/18394-old-nuts-authentic-blend-moonshiners.html,Toutes les saveurs du Old Nuts avec un goût de classic,https://assets.aromes-et-liquides.fr/55823-thickbox_default/old-nuts-authentic-blend-moonshiners.jpg
Nubian Fine Cuts Titanide...,https://www.aromes-et-liquides.fr/e-liquide-the-fuu/18337-nubian-fine-cuts-titanide.html,Une saveur de classic blond de type Virginia Gold et Burnley en 10ml,https://assets.aromes-et-liquides.fr/55576-thickbox_default/nubian-fine-cuts-titanide.jpg
Blond Grillé Pur Distillat...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18359-blond-grille-pur-distillat.html,Classic blond et céréales grillées dans un e-liquide prêt à l'emploi,https://assets.aromes-et-liquides.fr/55759-thickbox_default/blond-grille-pur-distillat.jpg
Estrella Fine Cuts Titanide...,https://www.aromes-et-liquides.fr/e-liquide-the-fuu/18335-estrella-fine-cuts-titanide.html,Une saveur de classic brun aux goûts complexes,https://assets.aromes-et-liquides.fr/55574-thickbox_default/estrella-fine-cuts-titanide.jpg
Love Blond Salt Ben Northon,https://www.aromes-et-liquides.fr/e-liquide-ben-northon/18504-love-blond-salt.html,Une recette en sel de nicotine saveur classic blond,https://assets.aromes-et-liquides.fr/56422-thickbox_default/love-blond-salt.jpg
Blond Mentholé Sel de...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18367-blond-menthole-sel-de-nicotine-pur-distillat.html,Un mélange de classic blond et de menthe verte en salt,https://assets.aromes-et-liquides.fr/55765-thickbox_default/blond-menthole-sel-de-nicotine-pur-distillat.jpg
Nominoë 50ml 814,https://www.aromes-et-liquides.fr/e-liquide-814/18488-nominoe-50ml.html,"Caramel, biscuit et classic blond dans une version à booster",https://assets.aromes-et-liquides.fr/56383-thickbox_default/nominoe-50ml.jpg
Dervish Fine Cuts Titanide...,https://www.aromes-et-liquides.fr/e-liquide-the-fuu/18336-dervish-fine-cuts-titanide.html,Une saveur de classic type Samsoun dans un e-liquide prêt à vaper !,https://assets.aromes-et-liquides.fr/55575-thickbox_default/dervish-fine-cuts-titanide.jpg
Gold Digger Salt Ben Northon,https://www.aromes-et-liquides.fr/e-liquide-ben-northon/18505-gold-digger-salt.html,Un mix en sel de nicotine et aux saveurs de classic ambré,https://assets.aromes-et-liquides.fr/56423-thickbox_default/gold-digger-salt.jpg
Blond Sec Sel de Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18365-blond-sec-sel-de-nicotine-pur-distillat.html,Une saveur de classic blond avec des fruits à coque en 10ml,https://assets.aromes-et-liquides.fr/55762-thickbox_default/blond-sec-sel-de-nicotine-pur-distillat.jpg
